date;doy;time;temp;pressure;humidity;pmy1;pmy2;pmy3;pmy4;pmy5;X;Y;Z;B;L
2021-10-06;255;00:00:29;25,00;100264;59;51;45;52;42;48;0;0;0;51.1137098060944;17.0677813099025
2021-10-06;255;00:00:30;22,00;100265;41;40;54;43;56;57;0;0;0;51.1136774488412;17.0676639527332
2021-10-06;255;00:00:31;25,00;100263;58;46;45;60;41;54;0;0;0;51.1136450915879;17.0675465955638
2021-10-06;255;00:00:32;25,00;100258;48;50;46;60;46;56;0;0;0;51.1136127343346;17.0674292383945
2021-10-06;255;00:00:33;34,00;100261;48;48;40;43;51;49;0;0;0;51.1135803770813;17.0673118812252
2021-10-06;255;00:00:34;28,00;100261;60;44;51;43;41;44;0;0;0;51.1135480198281;17.0671945240558
2021-10-06;255;00:00:35;37,00;100263;58;42;53;42;43;50;0;0;0;51.1135156625748;17.0670771668865
2021-10-06;255;00:00:36;33,00;100264;47;60;49;40;49;58;0;0;0;51.1134833053215;17.0669598097172
2021-10-06;255;00:00:37;38,00;100261;56;60;53;59;40;56;0;0;0;51.1134509480682;17.0668424525478
2021-10-06;255;00:00:38;37,00;100261;41;43;53;49;43;49;0;0;0;51.113418590815;17.066725095378498
2021-10-06;255;00:00:39;38,00;100261;53;52;45;53;41;55;0;0;0;51.113386233561705;17.0666077382091
2021-10-06;255;00:00:40;34,00;100263;43;53;44;49;58;51;0;0;0;51.1133538763084;17.066490381039802
2021-10-06;255;00:00:41;28,00;100264;59;57;57;51;40;52;0;0;0;51.1133215190551;17.0663730238705
2021-10-06;255;00:00:42;26,00;100261;41;60;48;53;60;49;0;0;0;51.113289161801795;17.0662556667011
2021-10-06;255;00:00:43;36,00;100261;55;45;44;47;40;51;0;0;0;51.1132568045486;17.0661383095318
2021-10-06;255;00:00:44;23,00;100261;51;49;45;40;45;48;0;0;0;51.113224447295295;17.0660209523624
2021-10-06;255;00:00:45;38,00;100263;43;40;40;46;45;46;0;0;0;51.113192090042;17.0659035951931
2021-10-06;255;00:00:46;23,00;100264;57;47;47;48;46;53;0;0;0;51.11315973278871;17.0657862380238
2021-10-06;255;00:00:47;36,00;100261;45;54;47;42;46;57;0;0;0;51.1131273755355;17.0656688808544
2021-10-06;255;00:00:48;36,00;100273;55;53;54;49;56;60;0;0;0;51.1130950182822;17.0655515236851
2021-10-06;255;00:00:49;37,00;100267;48;60;41;53;44;48;0;0;0;51.1130626610289;17.065434166515697
2021-10-06;255;00:00:50;35,00;100268;47;49;44;43;50;55;0;0;0;51.11303030377561;17.0653168093464
2021-10-06;255;00:00:51;36,00;100265;47;53;48;58;42;52;0;0;0;51.11299794652229;17.0651994521771
2021-10-06;255;00:00:52;35,00;100270;51;42;58;42;48;40;0;0;0;51.1129655892691;17.0650820950077
2021-10-06;255;00:00:53;34,00;100264;43;48;43;47;51;51;0;0;0;51.1129332320158;17.064964737838398
2021-10-06;255;00:00:54;39,00;100265;46;46;55;60;48;49;0;0;0;51.112900874762495;17.0648473806691
2021-10-06;255;00:00:55;30,00;100263;42;54;57;56;56;57;0;0;0;51.112868517509206;17.0647300234997
2021-10-06;255;00:00:56;37,00;100258;43;43;56;41;52;49;0;0;0;51.112836160256;17.0646126663304
2021-10-06;255;00:00:57;26,00;100261;60;60;44;45;48;45;0;0;0;51.1128038030027;17.064495309161
2021-10-06;255;00:00:58;26,00;100261;48;58;56;40;58;51;0;0;0;51.112771445749395;17.0643779519917
2021-10-06;255;00:00:59;27,00;100263;43;49;45;43;52;47;0;0;0;51.112739088496106;17.0642605948224
2021-10-06;255;00:01:00;39,00;100264;54;60;57;58;56;41;0;0;0;51.112706731242895;17.064143237653
2021-10-06;255;00:01:01;31,00;100261;46;50;41;42;49;57;0;0;0;51.1126743739896;17.064025880483698
2021-10-06;255;00:01:02;30,00;100261;55;60;52;59;50;51;0;0;0;51.112642016736295;17.063908523314304
2021-10-06;255;00:01:03;35,00;100261;45;56;43;50;53;46;0;0;0;51.112609659483006;17.063791166145002
2021-10-06;255;00:01:04;21,00;100263;42;48;53;59;52;43;0;0;0;51.112577302229795;17.0636738089757
2021-10-06;255;00:01:05;33,00;100264;56;50;57;59;43;46;0;0;0;51.1125449449765;17.0635564518063
2021-10-06;255;00:01:06;25,00;100261;41;49;55;55;51;53;0;0;0;51.11251258772321;17.063439094637
2021-10-06;255;00:01:07;27,00;100261;43;52;57;54;55;47;0;0;0;51.11248023046989;17.0633217374676
2021-10-06;255;00:01:08;33,00;100261;59;52;54;46;53;47;0;0;0;51.1124478732166;17.0632043802983
2021-10-06;255;00:01:09;32,00;100263;48;52;45;48;58;57;0;0;0;51.1124155159634;17.063087023129
2021-10-06;255;00:01:10;26,00;100264;46;52;53;41;55;60;0;0;0;51.112383158710095;17.0629696659596
2021-10-06;255;00:01:11;29,00;100261;58;46;60;43;40;51;0;0;0;51.11235080145679;17.0628523087903
2021-10-06;255;00:01:12;32,00;100273;44;56;49;41;58;54;0;0;0;51.1123184442035;17.0627349516209
2021-10-06;255;00:01:13;37,00;100267;43;43;41;56;45;41;0;0;0;51.11228608695029;17.0626175944516
2021-10-06;255;00:01:14;32,00;100268;58;44;41;50;60;47;0;0;0;51.112253729696995;17.0625002372823
2021-10-06;255;00:01:15;23,00;100265;52;50;43;46;43;47;0;0;0;51.112221372443706;17.0623828801129
2021-10-06;255;00:01:16;40,00;100270;42;59;48;53;40;59;0;0;0;51.1121890151904;17.062265522943598
2021-10-06;255;00:01:17;37,00;100264;52;54;49;58;60;40;0;0;0;51.1121566579371;17.0621481657743
2021-10-06;255;00:01:18;26,00;100265;52;43;42;43;47;46;0;0;0;51.1121243006839;17.062030808604902
2021-10-06;255;00:01:19;26,00;100263;53;51;48;46;46;46;0;0;0;51.112091943430606;17.0619134514356
2021-10-06;255;00:01:20;34,00;100258;60;52;47;56;40;51;0;0;0;51.1120595861773;17.0617960942662
2021-10-06;255;00:01:21;30,00;100261;54;56;46;43;41;54;0;0;0;51.112027228924;17.0616787370969
2021-10-06;255;00:01:22;38,00;100261;60;55;47;55;60;60;0;0;0;51.1119948716708;17.0615613799276
2021-10-06;255;00:01:23;36,00;100263;50;50;55;40;50;40;0;0;0;51.1119625144175;17.0614440227582
2021-10-06;255;00:01:24;26,00;100264;49;58;42;45;55;41;0;0;0;51.1119301571642;17.0613266655889
2021-10-06;255;00:01:25;35,00;100261;56;40;49;59;40;56;0;0;0;51.1118977999109;17.0612093084195
2021-10-06;255;00:01:26;24,00;100261;43;49;48;46;40;40;0;0;0;51.1118654426577;17.0610919512502
2021-10-06;255;00:01:27;26,00;100261;46;42;50;53;59;40;0;0;0;51.1118330854044;17.0609745940809
2021-10-06;255;00:01:28;35,00;100263;46;44;55;52;54;59;0;0;0;51.1118007281511;17.0608572369115
2021-10-06;255;00:01:29;21,00;100264;51;59;58;59;44;57;0;0;0;51.1117683708978;17.0607398797422
2021-10-06;255;00:01:30;32,00;100261;58;42;55;59;58;49;0;0;0;51.1117360136445;17.0606225225728
2021-10-06;255;00:01:31;29,00;100261;50;52;55;57;58;43;0;0;0;51.1117036563913;17.060505165403498
2021-10-06;255;00:01:32;24,00;100261;56;57;49;42;55;48;0;0;0;51.111671299138;17.060387808234196
2021-10-06;255;00:01:33;22,00;100263;52;56;51;40;57;55;0;0;0;51.1116389418847;17.060270451064802
2021-10-06;255;00:01:34;23,00;100264;59;53;58;48;42;49;0;0;0;51.111606584631396;17.0601530938955
2021-10-06;255;00:01:35;27,00;100261;46;40;45;57;54;57;0;0;0;51.111574227378206;17.0600357367262
2021-10-06;255;00:01:36;30,00;100273;55;59;55;42;57;50;0;0;0;51.1115418701249;17.0599183795568
2021-10-06;255;00:01:37;20,00;100267;50;55;58;42;48;59;0;0;0;51.1115095128716;17.0598010223875
2021-10-06;255;00:01:38;30,00;100268;57;50;50;60;55;51;0;0;0;51.111477155618296;17.0596836652181
2021-10-06;255;00:01:39;31,00;100265;52;41;57;43;48;48;0;0;0;51.111444798365;17.0595663080488
2021-10-06;255;00:01:40;29,00;100270;47;44;42;45;58;42;0;0;0;51.111412441111796;17.0594489508795
2021-10-06;255;00:01:41;37,00;100264;47;55;47;42;47;47;0;0;0;51.1113800838585;17.0593315937101
2021-10-06;255;00:01:42;27,00;100265;44;58;40;48;54;51;0;0;0;51.1113477266052;17.0592142365408
2021-10-06;255;00:01:43;38,00;100263;47;57;44;45;40;54;0;0;0;51.1113153693519;17.0590968793714
2021-10-06;255;00:01:44;22,00;100258;57;50;57;43;44;55;0;0;0;51.1112830120987;17.0589795222021
2021-10-06;255;00:01:45;33,00;100261;50;54;60;58;59;43;0;0;0;51.1112506548454;17.058862165032803
2021-10-06;255;00:01:46;34,00;100261;43;44;41;41;42;58;0;0;0;51.1112182975921;17.0587448078634
2021-10-06;255;00:01:47;35,00;100263;44;57;58;46;42;49;0;0;0;51.11118594033879;17.0586274506941
2021-10-06;255;00:01:48;33,00;100264;51;57;57;51;45;43;0;0;0;51.1111535830856;17.0585100935247
2021-10-06;255;00:01:49;27,00;100261;56;50;55;54;41;55;0;0;0;51.1111212258323;17.0583927363554
2021-10-06;255;00:01:50;32,00;100261;43;42;40;56;46;42;0;0;0;51.111088868578996;17.0582753791861
2021-10-06;255;00:01:51;36,00;100261;52;41;55;54;43;49;0;0;0;51.1110565113257;17.0581580220167
2021-10-06;255;00:01:52;23,00;100263;54;59;44;51;52;45;0;0;0;51.111024154072396;17.0580406648474
2021-10-06;255;00:01:53;27,00;100264;42;52;52;46;49;44;0;0;0;51.1109917968192;17.0579233076781
2021-10-06;255;00:01:54;28,00;100261;48;56;49;58;41;44;0;0;0;51.110959439565896;17.0578059505087
2021-10-06;255;00:01:55;24,00;100261;49;49;45;42;48;56;0;0;0;51.1109270823126;17.0576885933394
2021-10-06;255;00:01:56;33,00;100261;51;42;56;57;43;42;0;0;0;51.110894725059296;17.057571236170002
2021-10-06;255;00:01:57;39,00;100263;60;53;56;54;46;57;0;0;0;51.1108623678061;17.0574538790007
2021-10-06;255;00:01:58;27,00;100264;50;52;57;46;56;43;0;0;0;51.110830010552796;17.0573365218314
2021-10-06;255;00:01:59;28,00;100261;46;52;55;45;47;47;0;0;0;51.11079765329951;17.057219164662
2021-10-06;255;00:02:00;40,00;100273;59;43;55;46;57;58;0;0;0;51.1107652960462;17.0571018074927
2021-10-06;255;00:02:01;31,00;100267;48;60;41;54;56;43;0;0;0;51.11073293879289;17.056984450323302
2021-10-06;255;00:02:02;37,00;100268;56;56;40;49;54;40;0;0;0;51.11070058153971;17.056867093154
2021-10-06;255;00:02:03;31,00;100265;44;50;46;49;44;58;0;0;0;51.11066822428639;17.0567497359847
2021-10-06;255;00:02:04;39,00;100270;43;44;52;56;54;56;0;0;0;51.1106358670331;17.0566323788153
2021-10-06;255;00:02:05;24,00;100264;59;43;43;41;40;42;0;0;0;51.1106035097798;17.056515021646
2021-10-06;255;00:02:06;38,00;100265;48;42;48;47;53;44;0;0;0;51.110571152526596;17.0563976644766
2021-10-06;255;00:02:07;20,00;100263;56;40;53;49;55;48;0;0;0;51.11053879527329;17.0562803073073
2021-10-06;255;00:02:08;40,00;100258;53;50;59;55;51;41;0;0;0;51.11050643802;17.056162950138
2021-10-06;255;00:02:09;38,00;100261;45;49;54;42;48;40;0;0;0;51.11047408076671;17.0560455929686
2021-10-06;255;00:02:10;24,00;100261;40;53;59;58;41;54;0;0;0;51.110441723513496;17.0559282357993
2021-10-06;255;00:02:11;34,00;100263;58;49;50;56;48;42;0;0;0;51.11040936626021;17.055810878629902
2021-10-06;255;00:02:12;38,00;100264;41;52;56;60;47;42;0;0;0;51.1103770090069;17.0556935214606
2021-10-06;255;00:02:13;22,00;100261;40;60;42;43;52;41;0;0;0;51.1103446517536;17.0555761642913
2021-10-06;255;00:02:14;38,00;100261;53;48;59;45;58;56;0;0;0;51.1103122945003;17.0554588071219
2021-10-06;255;00:02:15;24,00;100261;51;45;57;49;47;47;0;0;0;51.11027993724711;17.0553414499526
2021-10-06;255;00:02:16;24,00;100263;52;44;49;42;55;41;0;0;0;51.1102475799938;17.055224092783302
2021-10-06;255;00:02:17;23,00;100264;43;55;55;47;47;53;0;0;0;51.1102152227405;17.0551067356139
2021-10-06;255;00:02:18;33,00;100261;60;57;49;49;48;55;0;0;0;51.110182865487204;17.0549893784446
2021-10-06;255;00:02:19;27,00;100261;46;50;54;42;53;46;0;0;0;51.11015050823399;17.054872021275198
2021-10-06;255;00:02:20;22,00;100261;51;47;57;48;56;54;0;0;0;51.1101181509807;17.0547546641059
2021-10-06;255;00:02:21;26,00;100263;56;58;42;44;50;44;0;0;0;51.1100857937274;17.054637306936602
2021-10-06;255;00:02:22;34,00;100264;42;56;60;41;59;52;0;0;0;51.110053436474104;17.054519949767197
2021-10-06;255;00:02:23;37,00;100261;58;47;51;52;54;40;0;0;0;51.11002107922089;17.0544025925979
2021-10-06;255;00:02:24;21,00;100273;59;50;54;43;40;54;0;0;0;51.1099887219676;17.0542852354285
2021-10-06;255;00:02:25;38,00;100267;49;52;60;60;50;42;0;0;0;51.1099563647143;17.0541678782592
2021-10-06;255;00:02:26;32,00;100268;44;52;49;54;41;42;0;0;0;51.109924007461004;17.0540505210899
2021-10-06;255;00:02:27;27,00;100265;45;56;43;58;41;53;0;0;0;51.1098916502077;17.0539331639205
2021-10-06;255;00:02:28;40,00;100270;59;49;44;54;50;60;0;0;0;51.1098592929545;17.0538158067512
2021-10-06;255;00:02:29;26,00;100264;57;44;40;49;50;58;0;0;0;51.1098269357012;17.053698449581802
2021-10-06;255;00:02:30;31,00;100265;58;41;49;60;42;56;0;0;0;51.1097945784479;17.0535810924125
2021-10-06;255;00:02:31;21,00;100263;54;50;44;55;43;58;0;0;0;51.1097622211946;17.0534637352432
2021-10-06;255;00:02:32;35,00;100258;49;51;42;47;60;54;0;0;0;51.1097298639414;17.0533463780738
2021-10-06;255;00:02:33;34,00;100261;54;44;59;57;59;47;0;0;0;51.1096975066881;17.0532290209045
2021-10-06;255;00:02:34;20,00;100261;59;43;49;42;42;60;0;0;0;51.1096651494348;17.053111663735198
2021-10-06;255;00:02:35;28,00;100263;52;48;43;52;41;49;0;0;0;51.1096327921815;17.0529943065658
2021-10-06;255;00:02:36;25,00;100264;47;47;59;60;51;46;0;0;0;51.109600434928296;17.052876949396502
2021-10-06;255;00:02:37;20,00;100261;46;54;47;47;54;43;0;0;0;51.109568077675;17.052759592227098
2021-10-06;255;00:02:38;36,00;100261;53;40;55;59;58;53;0;0;0;51.109535720421704;17.0526422350578
