date;doy;time;temp;pressure;humidity;pmy1;pmy2;pmy3;pmy4;pmy5;X;Y;Z;B;L
2021-10-06;255;00:01:02;28.0;100261;49;58;53;43;40;51;0;0;0;51.1154485851457;17.063477014108
2021-10-06;255;00:01:03;31.0;100261;47;59;52;42;41;57;0;0;0;51.1154614856802;17.0633526971128
2021-10-06;255;00:01:04;37.0;100263;44;44;58;50;53;52;0;0;0;51.11547438621471;17.0632283801175
2021-10-06;255;00:01:05;37.0;100264;56;60;49;55;49;44;0;0;0;51.11548728674911;17.0631040631223
2021-10-06;255;00:01:06;30.0;100261;40;57;51;42;41;52;0;0;0;51.1155001872836;17.062979746127
2021-10-06;255;00:01:07;31.0;100261;58;41;54;41;54;48;0;0;0;51.1155130878181;17.0628554291318
2021-10-06;255;00:01:08;26.0;100261;58;49;55;59;51;47;0;0;0;51.1155259883525;17.0627311121365
2021-10-06;255;00:01:09;36.0;100263;41;55;49;45;43;60;0;0;0;51.115538888886995;17.062606795141303
2021-10-06;255;00:01:10;28.0;100264;45;46;57;48;60;52;0;0;0;51.1155517894215;17.062482478146
2021-10-06;255;00:01:11;23.0;100261;46;44;56;57;56;54;0;0;0;51.1155646899559;17.0623581611508
2021-10-06;255;00:01:12;34.0;100273;42;46;59;57;42;41;0;0;0;51.115577590490396;17.0622338441555
2021-10-06;255;00:01:13;40.0;100267;49;45;47;51;53;57;0;0;0;51.115590491024896;17.062109527160302
2021-10-06;255;00:01:14;38.0;100268;51;49;54;52;44;45;0;0;0;51.1156033915593;17.0619852101651
2021-10-06;255;00:01:15;36.0;100265;57;41;47;50;50;42;0;0;0;51.115616292093804;17.0618608931698
2021-10-06;255;00:01:16;27.0;100270;51;52;48;53;51;60;0;0;0;51.1156291926283;17.0617365761746
2021-10-06;255;00:01:17;38.0;100264;48;52;57;48;40;54;0;0;0;51.1156420931627;17.061612259179302
2021-10-06;255;00:01:18;23.0;100265;53;60;45;54;44;42;0;0;0;51.115654993697206;17.0614879421841
2021-10-06;255;00:01:19;24.0;100263;48;52;55;57;49;58;0;0;0;51.1156678942317;17.0613636251888
2021-10-06;255;00:01:20;24.0;100258;54;40;56;47;57;58;0;0;0;51.1156807947661;17.0612393081936
2021-10-06;255;00:01:21;37.0;100261;42;56;48;42;48;51;0;0;0;51.1156936953006;17.061114991198302
2021-10-06;255;00:01:22;32.0;100261;41;52;52;53;44;58;0;0;0;51.11570659583511;17.0609906742031
2021-10-06;255;00:01:23;29.0;100263;56;51;58;47;58;60;0;0;0;51.11571949636949;17.0608663572078
2021-10-06;255;00:01:24;34.0;100264;53;45;46;54;51;58;0;0;0;51.115732396904;17.0607420402126
2021-10-06;255;00:01:25;38.0;100261;57;46;55;60;44;45;0;0;0;51.1157452974385;17.0606177232173
2021-10-06;255;00:01:26;36.0;100261;60;53;55;60;46;46;0;0;0;51.1157581979729;17.0604934062221
2021-10-06;255;00:01:27;20.0;100261;42;59;41;45;56;53;0;0;0;51.115771098507395;17.0603690892268
2021-10-06;255;00:01:28;37.0;100263;50;52;44;56;56;57;0;0;0;51.1157839990419;17.0602447722316
2021-10-06;255;00:01:29;34.0;100264;50;41;47;50;55;48;0;0;0;51.1157968995763;17.0601204552363
2021-10-06;255;00:01:30;39.0;100261;53;53;47;51;48;48;0;0;0;51.115809800110796;17.0599961382411
2021-10-06;255;00:01:31;40.0;100261;43;56;46;48;40;57;0;0;0;51.115822700645296;17.059871821245803
2021-10-06;255;00:01:32;37.0;100261;54;44;40;58;54;57;0;0;0;51.115835601179704;17.059747504250602
2021-10-06;255;00:01:33;31.0;100263;41;55;42;52;47;45;0;0;0;51.115848501714204;17.0596231872554
2021-10-06;255;00:01:34;29.0;100264;48;45;56;55;53;43;0;0;0;51.115861402248704;17.0594988702601
2021-10-06;255;00:01:35;36.0;100261;48;41;51;52;49;40;0;0;0;51.1158743027831;17.0593745532649
2021-10-06;255;00:01:36;32.0;100273;42;46;52;41;43;57;0;0;0;51.115887203317605;17.0592502362696
2021-10-06;255;00:01:37;36.0;100267;40;47;55;58;52;40;0;0;0;51.1159001038521;17.0591259192744
2021-10-06;255;00:01:38;22.0;100268;54;41;43;44;53;44;0;0;0;51.1159130043865;17.0590016022791
2021-10-06;255;00:01:39;29.0;100265;50;58;59;59;56;58;0;0;0;51.115925904921;17.0588772852839
2021-10-06;255;00:01:40;31.0;100270;56;48;59;41;54;48;0;0;0;51.11593880545551;17.0587529682886
2021-10-06;255;00:01:41;36.0;100264;41;57;57;45;45;44;0;0;0;51.11595170598989;17.0586286512934
2021-10-06;255;00:01:42;34.0;100265;53;56;54;41;50;44;0;0;0;51.1159646065244;17.0585043342981
2021-10-06;255;00:01:43;28.0;100263;42;51;59;59;49;58;0;0;0;51.11597750705889;17.0583800173029
2021-10-06;255;00:01:44;26.0;100258;46;50;47;46;42;58;0;0;0;51.1159904075933;17.0582557003076
2021-10-06;255;00:01:45;24.0;100261;49;51;57;45;45;41;0;0;0;51.116003308127794;17.0581313833124
2021-10-06;255;00:01:46;37.0;100261;54;52;53;49;40;53;0;0;0;51.1160162086623;17.0580070663171
2021-10-06;255;00:01:47;23.0;100263;43;48;51;47;42;50;0;0;0;51.1160291091967;17.057882749321898
2021-10-06;255;00:01:48;26.0;100264;43;49;43;52;51;60;0;0;0;51.11604200973121;17.0577584323266
2021-10-06;255;00:01:49;38.0;100261;40;44;44;40;58;49;0;0;0;51.1160549102657;17.0576341153314
2021-10-06;255;00:01:50;37.0;100261;53;42;52;53;56;49;0;0;0;51.116067810800104;17.0575097983361
2021-10-06;255;00:01:51;40.0;100261;45;51;46;50;56;55;0;0;0;51.116080711334604;17.057385481340898
2021-10-06;255;00:01:52;32.0;100263;59;45;48;51;58;59;0;0;0;51.116093611869104;17.057261164345697
2021-10-06;255;00:01:53;36.0;100264;60;53;59;59;55;50;0;0;0;51.1161065124035;17.0571368473504
2021-10-06;255;00:01:54;20.0;100261;42;48;57;45;45;59;0;0;0;51.116119412938005;17.0570125303552
2021-10-06;255;00:01:55;35.0;100261;43;46;43;60;56;46;0;0;0;51.1161323134725;17.0568882133599
2021-10-06;255;00:01:56;37.0;100261;47;54;40;60;47;55;0;0;0;51.1161452140069;17.0567638963647
2021-10-06;255;00:01:57;33.0;100263;43;59;48;48;43;58;0;0;0;51.1161581145414;17.0566395793694
2021-10-06;255;00:01:58;25.0;100264;55;55;51;47;44;46;0;0;0;51.116171015075906;17.056515262374198
2021-10-06;255;00:01:59;36.0;100261;43;40;50;49;51;50;0;0;0;51.11618391561029;17.0563909453789
2021-10-06;255;00:02:00;25.0;100273;57;41;48;46;51;47;0;0;0;51.1161968161448;17.0562666283837
2021-10-06;255;00:02:01;29.0;100267;44;49;56;44;45;47;0;0;0;51.11620971667929;17.0561423113884
2021-10-06;255;00:02:02;26.0;100268;48;51;58;43;54;41;0;0;0;51.11622261721379;17.056017994393198
2021-10-06;255;00:02:03;36.0;100265;44;46;40;47;48;55;0;0;0;51.1162355177482;17.0558936773979
2021-10-06;255;00:02:04;40.0;100270;59;53;42;53;46;54;0;0;0;51.1162484182827;17.0557693604027
2021-10-06;255;00:02:05;35.0;100264;51;54;54;53;40;52;0;0;0;51.11626131881721;17.0556450434074
2021-10-06;255;00:02:06;21.0;100265;50;50;49;51;54;56;0;0;0;51.116274219351595;17.055520726412198
2021-10-06;255;00:02:07;26.0;100263;58;54;46;48;53;51;0;0;0;51.1162871198861;17.0553964094169
2021-10-06;255;00:02:08;39.0;100258;47;45;47;52;49;41;0;0;0;51.116300020420596;17.0552720924217
2021-10-06;255;00:02:09;39.0;100261;48;54;45;49;55;51;0;0;0;51.116312920955;17.0551477754264
2021-10-06;255;00:02:10;33.0;100261;40;55;59;41;55;55;0;0;0;51.1163258214895;17.055023458431197
2021-10-06;255;00:02:11;39.0;100263;51;52;58;43;53;41;0;0;0;51.116338722024004;17.054899141436
2021-10-06;255;00:02:12;33.0;100264;44;59;52;45;60;55;0;0;0;51.116351622558405;17.0547748244407
2021-10-06;255;00:02:13;27.0;100261;47;41;58;45;44;40;0;0;0;51.1163645230929;17.0546505074455
2021-10-06;255;00:02:14;26.0;100261;45;55;48;45;44;43;0;0;0;51.1163774236274;17.054526190450197
2021-10-06;255;00:02:15;31.0;100261;51;52;40;58;49;52;0;0;0;51.1163903241618;17.054401873455
2021-10-06;255;00:02:16;25.0;100263;56;58;57;40;42;58;0;0;0;51.11640322469629;17.0542775564597
2021-10-06;255;00:02:17;36.0;100264;56;50;49;60;52;51;0;0;0;51.1164161252308;17.0541532394645
2021-10-06;255;00:02:18;24.0;100261;43;54;56;52;56;55;0;0;0;51.1164290257652;17.0540289224692
2021-10-06;255;00:02:19;28.0;100261;53;60;46;59;47;59;0;0;0;51.11644192629971;17.053904605474
2021-10-06;255;00:02:20;36.0;100261;42;51;53;43;47;55;0;0;0;51.1164548268342;17.0537802884787
2021-10-06;255;00:02:21;37.0;100263;53;45;59;57;49;57;0;0;0;51.1164677273686;17.0536559714835
2021-10-06;255;00:02:22;25.0;100264;59;57;59;52;46;44;0;0;0;51.1164806279031;17.0535316544882
2021-10-06;255;00:02:23;28.0;100261;59;50;54;57;49;53;0;0;0;51.1164935284376;17.053407337493
2021-10-06;255;00:02:24;38.0;100273;52;56;53;53;52;52;0;0;0;51.116506428971995;17.053283020497698
2021-10-06;255;00:02:25;31.0;100267;56;44;47;51;51;41;0;0;0;51.1165193295065;17.0531587035025
2021-10-06;255;00:02:26;20.0;100268;55;51;55;44;49;47;0;0;0;51.116532230040995;17.0530343865072
2021-10-06;255;00:02:27;30.0;100265;59;43;59;41;50;47;0;0;0;51.116545130575396;17.052910069512
2021-10-06;255;00:02:28;24.0;100270;59;51;59;40;51;55;0;0;0;51.116558031109896;17.0527857525168
2021-10-06;255;00:02:29;20.0;100264;50;42;40;42;45;59;0;0;0;51.116570931644404;17.0526614355215
2021-10-06;255;00:02:30;22.0;100265;48;51;60;44;54;51;0;0;0;51.11658383217879;17.052537118526303
2021-10-06;255;00:02:31;27.0;100263;41;52;57;48;60;48;0;0;0;51.1165967327133;17.052412801531
2021-10-06;255;00:02:32;39.0;100258;59;41;45;41;46;45;0;0;0;51.1166096332478;17.0522884845358
2021-10-06;255;00:02:33;37.0;100261;58;44;44;56;51;53;0;0;0;51.116622533782206;17.0521641675405
2021-10-06;255;00:02:34;31.0;100261;46;41;53;41;52;44;0;0;0;51.1166354343167;17.052039850545302
2021-10-06;255;00:02:35;27.0;100263;52;56;60;45;50;41;0;0;0;51.116648334851206;17.05191553355
2021-10-06;255;00:02:36;23.0;100264;41;42;43;60;44;46;0;0;0;51.1166612353856;17.0517912165548
2021-10-06;255;00:02:37;36.0;100261;54;55;49;48;45;47;0;0;0;51.11667413592011;17.0516668995595
2021-10-06;255;00:02:38;35.0;100261;54;58;51;54;46;42;0;0;0;51.1166870364546;17.051542582564302
